case_id,dispute_amount,dispute_reason,days_since_order,order_exists,invoice_exists,payment_confirmed,delivery_status,tracking_number_present,customer_communication,refund_status,customer_prior_dispute_count,outcome
CB-1132,4389.33,not_as_described,26,True,False,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1133,3883.26,unauthorized_transaction,16,True,True,True,not_delivered,False,complained_before,partial_refund,2,lost
CB-1134,134040.87,item_not_received,31,True,True,True,delivered_unconfirmed,True,no_contact,partial_refund,0,won
CB-1135,54655.6,not_as_described,10,True,True,True,delivered_confirmed,True,no_contact,no_refund,1,lost
CB-1136,1005.04,item_not_received,31,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,lost
CB-1137,13789.41,item_not_received,30,True,True,True,delivered_unconfirmed,True,no_contact,partial_refund,0,won
CB-1138,52447.63,unauthorized_transaction,33,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1139,854.93,item_not_received,32,True,True,True,delivered_confirmed,True,complained_before,full_refund,0,won
CB-1140,4183.9,item_not_received,15,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1141,67306.84,not_as_described,26,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1142,3714.42,unauthorized_transaction,23,True,True,True,unknown,False,no_contact,no_refund,3,lost
CB-1143,2681.88,item_not_received,41,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1144,71135.83,not_as_described,14,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,5,won
CB-1145,55938.71,item_not_received,43,True,True,True,unknown,False,complained_before,no_refund,0,won
CB-1146,46602.8,not_as_described,20,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1147,13779.77,item_not_received,32,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1148,1791.43,item_not_received,11,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1149,4935.25,item_not_received,34,True,True,True,unknown,True,complained_before,no_refund,0,won
CB-1150,8259.34,unauthorized_transaction,22,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1151,5057.43,item_not_received,14,True,True,True,unknown,False,no_contact,no_refund,0,lost
CB-1152,5049.49,duplicate_charge,35,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1153,14088.96,unauthorized_transaction,13,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1154,13218.26,unauthorized_transaction,16,True,True,True,delivered_confirmed,False,complained_before,no_refund,0,won
CB-1155,1524.07,item_not_received,48,True,True,True,unknown,False,no_contact,no_refund,0,lost
CB-1156,3662.93,item_not_received,18,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,3,won
CB-1157,79040.79,item_not_received,20,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,1,won
CB-1158,986.56,item_not_received,44,True,False,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,lost
CB-1159,57404.36,not_as_described,20,True,True,True,delivered_confirmed,True,complained_before,full_refund,2,won
CB-1160,2476.27,item_not_received,56,True,True,True,delivered_confirmed,True,no_contact,no_refund,2,won
CB-1161,2404.5,item_not_received,45,True,True,True,unknown,False,no_contact,no_refund,0,lost
CB-1162,2708.66,item_not_received,21,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1163,1026.76,duplicate_charge,10,False,False,True,delivered_confirmed,True,no_contact,full_refund,1,lost
CB-1164,16023.97,unauthorized_transaction,17,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1165,16506.76,unauthorized_transaction,27,True,True,True,delivered_confirmed,True,no_contact,partial_refund,0,won
CB-1166,2101.19,duplicate_charge,33,True,True,True,unknown,False,complained_before,partial_refund,0,won
CB-1167,16983.09,unauthorized_transaction,18,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1168,4065.72,unauthorized_transaction,24,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1169,42639.08,duplicate_charge,26,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,1,won
CB-1170,129177.84,item_not_received,25,True,True,True,delivered_confirmed,False,complained_before,no_refund,0,won
CB-1171,2418.92,item_not_received,12,True,True,True,delivered_unconfirmed,False,complained_before,no_refund,0,won
CB-1172,8365.66,not_as_described,19,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1173,8734.87,item_not_received,18,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,3,won
CB-1174,66375.29,not_as_described,27,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1175,3023.01,item_not_received,51,False,False,True,unknown,False,no_contact,no_refund,0,lost
CB-1176,1710.19,unauthorized_transaction,22,True,False,True,not_delivered,False,complained_before,full_refund,0,lost
CB-1177,2056.03,unauthorized_transaction,17,True,True,True,delivered_confirmed,True,complained_before,no_refund,2,won
CB-1178,4057.45,item_not_received,8,True,True,True,unknown,False,complained_before,no_refund,0,lost
CB-1179,12291.81,item_not_received,19,True,True,True,delivered_confirmed,True,no_contact,no_refund,1,won
CB-1180,13090.54,item_not_received,28,False,True,True,unknown,False,no_contact,no_refund,4,lost
CB-1181,7204.79,not_as_described,31,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,2,won
CB-1182,2620.11,unauthorized_transaction,11,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,2,won
CB-1183,75105.59,duplicate_charge,46,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1184,938.05,unauthorized_transaction,24,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1185,11458.18,item_not_received,38,True,True,True,delivered_confirmed,True,acknowledged_receipt,full_refund,0,won
CB-1186,2234.05,unauthorized_transaction,19,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1187,1260.5,item_not_received,24,True,True,False,delivered_confirmed,True,no_contact,partial_refund,0,won
CB-1188,30896.84,item_not_received,12,True,False,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1189,19187.77,item_not_received,31,True,True,True,not_delivered,True,complained_before,no_refund,0,won
CB-1190,61675.73,unauthorized_transaction,40,True,True,True,delivered_confirmed,True,no_contact,partial_refund,1,won
CB-1191,9468.8,item_not_received,54,True,True,True,not_delivered,True,no_contact,full_refund,0,lost
CB-1192,19439.6,item_not_received,13,True,True,True,not_delivered,False,complained_before,no_refund,2,lost
CB-1193,60362.18,unauthorized_transaction,14,True,True,True,unknown,True,no_contact,no_refund,0,won
CB-1194,8678.85,unauthorized_transaction,12,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1195,6382.87,item_not_received,31,True,True,True,delivered_unconfirmed,False,acknowledged_receipt,no_refund,0,won
CB-1196,8890.91,item_not_received,17,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1197,14024.58,item_not_received,20,True,True,True,not_delivered,False,complained_before,no_refund,0,lost
CB-1198,14561.9,item_not_received,28,True,True,True,unknown,False,no_contact,no_refund,0,won
CB-1199,18547.33,item_not_received,22,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,1,won
CB-1200,1036.02,item_not_received,32,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,full_refund,1,won
CB-1201,6404.79,not_as_described,31,True,True,True,delivered_confirmed,False,complained_before,no_refund,0,won
CB-1202,47260.73,not_as_described,21,True,True,True,delivered_confirmed,False,acknowledged_receipt,partial_refund,0,won
CB-1203,3954.99,not_as_described,23,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1204,61108.06,item_not_received,13,True,True,True,delivered_unconfirmed,True,complained_before,partial_refund,1,won
CB-1205,1386.06,not_as_described,21,True,True,True,delivered_confirmed,True,acknowledged_receipt,partial_refund,0,won
CB-1206,13379.29,item_not_received,26,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1207,914.37,unauthorized_transaction,25,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,lost
CB-1208,12466.93,item_not_received,16,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1209,1343.02,item_not_received,25,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1210,14706.74,item_not_received,15,True,True,True,not_delivered,False,complained_before,no_refund,1,lost
CB-1211,47978.59,item_not_received,21,True,True,True,delivered_confirmed,True,complained_before,no_refund,3,won
CB-1212,16664.85,item_not_received,17,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1213,1044.17,not_as_described,45,True,True,True,delivered_confirmed,True,no_contact,no_refund,1,won
CB-1214,2177.89,not_as_described,33,True,True,True,delivered_unconfirmed,False,no_contact,no_refund,0,won
CB-1215,1684.8,unauthorized_transaction,39,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1216,59570.65,unauthorized_transaction,18,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,1,won
CB-1217,16853.98,unauthorized_transaction,10,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1218,2167.12,item_not_received,31,True,True,True,unknown,False,no_contact,no_refund,0,lost
CB-1219,96904.75,item_not_received,33,True,True,True,not_delivered,False,complained_before,no_refund,0,won
CB-1220,57171.57,not_as_described,33,True,True,True,unknown,False,complained_before,no_refund,0,lost
CB-1221,40514.32,not_as_described,10,False,False,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1222,30041.42,not_as_described,43,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1223,547.86,unauthorized_transaction,18,True,True,True,unknown,False,complained_before,no_refund,0,lost
CB-1224,13078.28,item_not_received,32,True,True,True,delivered_unconfirmed,False,no_contact,no_refund,0,won
CB-1225,79834.27,item_not_received,15,True,False,True,not_delivered,True,complained_before,no_refund,4,lost
CB-1226,1463.99,item_not_received,28,True,True,True,delivered_confirmed,True,acknowledged_receipt,full_refund,1,won
CB-1227,39575.24,item_not_received,31,True,True,True,not_delivered,True,complained_before,no_refund,0,won
CB-1228,1711.34,item_not_received,19,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1229,23418.72,item_not_received,15,True,True,True,not_delivered,False,complained_before,no_refund,1,lost
CB-1230,11373.67,not_as_described,18,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1231,6907.05,not_as_described,53,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1232,5431.02,item_not_received,21,True,True,True,not_delivered,False,acknowledged_receipt,no_refund,0,won
CB-1233,501.63,unauthorized_transaction,20,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,2,won
CB-1234,10927.09,unauthorized_transaction,16,True,True,True,unknown,False,complained_before,partial_refund,0,lost
CB-1235,50591.24,not_as_described,6,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,0,won
CB-1236,1449.38,unauthorized_transaction,14,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1237,1362.71,item_not_received,46,True,True,True,delivered_unconfirmed,True,complained_before,partial_refund,3,won
CB-1238,2908.4,item_not_received,32,True,True,False,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1239,1431.27,duplicate_charge,18,True,True,True,delivered_confirmed,False,complained_before,partial_refund,0,won
CB-1240,54673.47,duplicate_charge,19,True,True,True,delivered_confirmed,True,complained_before,partial_refund,2,won
CB-1241,961.58,item_not_received,12,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1242,18341.02,item_not_received,21,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1243,5018.05,duplicate_charge,25,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1244,79014.03,item_not_received,32,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1245,69241.77,not_as_described,9,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1246,43076.66,not_as_described,11,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1247,15150.81,item_not_received,13,True,True,True,not_delivered,True,complained_before,no_refund,0,won
CB-1248,7340.72,item_not_received,30,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1249,53422.43,item_not_received,18,True,False,True,unknown,False,no_contact,no_refund,0,won
CB-1250,10283.78,unauthorized_transaction,17,True,True,True,not_delivered,True,complained_before,partial_refund,0,won
CB-1251,1932.61,item_not_received,44,True,True,False,unknown,False,no_contact,no_refund,0,won
CB-1252,81803.87,not_as_described,18,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1253,15873.81,unauthorized_transaction,20,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,0,won
CB-1254,45177.64,item_not_received,18,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,lost
CB-1255,7679.07,unauthorized_transaction,50,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1256,1625.15,item_not_received,17,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1257,65609.66,item_not_received,25,True,True,True,not_delivered,True,acknowledged_receipt,no_refund,1,won
CB-1258,73741.4,item_not_received,12,True,True,True,not_delivered,False,no_contact,no_refund,0,lost
CB-1259,703.07,duplicate_charge,46,False,False,True,delivered_unconfirmed,True,no_contact,no_refund,0,lost
CB-1260,1910.58,unauthorized_transaction,56,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,0,won
CB-1261,2663.91,item_not_received,16,False,False,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1262,33576.35,not_as_described,58,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1263,39918.29,not_as_described,45,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1264,54612.87,not_as_described,25,True,True,True,delivered_confirmed,False,complained_before,no_refund,1,won
CB-1265,67531.47,not_as_described,8,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1266,836.44,item_not_received,11,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
